,URL,Location,End Time,Lot No.,Description,Sku,Bullets,Current Bid
61,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=HrbNnXUpbv7cvMV%2bEwIIgQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 73,Patio Festival Patio Umbrella Base in Black,SKU# : 571518,"Anchor your market umbrella in classic style with this free-standing umbrella base. Crafted of a molded plastic in a matte black finish, this hollow base strikes a contoured square silhouette meas... Read More",Current Bid : 20.00
62,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=VT81N4TYYoYEb0isIBzIWQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 74,"Arachnid Cricket Pro 670 Tournament-Quality Dartboard with 35 Games and 318 Variations (6 Cricket Games) , Black",SKU# : 571524,"Tournament-quality electronic dartboard - regulation 15.5"" target area 35 games with 318 variations (six cricket games) NylonTough segments improve durability and playability This item is NEW. Pl... Read More",Current Bid : 13.00
63,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=q8TTuUdy4XiUCR3oh4XRQw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 75,"DMI Bed Wedge Pillow and Triangle Wedge with Elevated Incline for Neck Pain, Headaches, Reflux, Shoulders, Back Pain, Foot Support, Knee Pain or Restless Leg Syndrome, 24x24x12 inches, White",SKU# : 571525,"UPPER BODY BED WEDGE PILLOW gently elevates the head to help relieve acid reflux, ease respiratory problems, minimize snoring and reduce neck, shoulder and back pain. WEDGE PILLOW FOR SLEEPING H... Read More",Current Bid : 5.00
64,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=IuxF8jOA3gdT9GsWduDlKQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 76,"IRIS USA, Top Entry Cat Litter Box, Black/Light Gray",SKU# : 571528,"Keep Fido?s nose out of the cat?s business with this unique IRIS USA, Top Entry Cat Litter Box. Your cat will love the easy top access that provides them room to move around and not make a mess.... Read More",Current Bid : 1.00
65,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=Jrx0eIPfwQUG0XzoMwZEsA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 77,Replacement Filter for Blueair Blue Pure 211+ Air Purifiers - White,SKU# : 571530,COMPATIBLE WITH BLUE PURE 211 plus: Blueair Combination Particle plus Carbon Replacement Filter compatible with Blue Pure 211 plus air purifiers (non-auto); not compatible with Blue Pure 211 plu... Read More,Current Bid : 0.00
66,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=hD6%2fQNe9TXWfKQzDo%2bJJjQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 78,"HyperX Alloy Elite 2 – Mechanical Gaming Keyboard, Software-Controlled Light & Macro Customization, ABS Pudding Keycaps, Media Controls, RGB LED Backlit, Linear Switch, HyperX Red",SKU# : 571533,HyperX Pudding Keycaps: Pre-installed translucent ABS pudding keycaps provide more brilliance compared to solid-color keycaps. HyperX Mechanical switches: These reliable key switches are a bal... Read More,Current Bid : 11.00
67,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=53aJlB4BvNQu2vQqbIzFLA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 79,"First Act Paw Patrol Giant Musical Piano Mat - 70-Inch, 24 Keys, Make Real Music - Record, Playback, Volume Control - Musical Instruments for Toddlers and Kids - Amazon Exclusive",SKU# : 571538,"MAKE MUSIC Let your little musician’s creativity soar with the Paw Patrol Giant Musical Piano Mat!   PLAYS SONGS & MELODIES Plays the Paw Patrol Theme song, 9 melodies, and has 8 instrument modes! ... Read More",Current Bid : 2.00
68,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=C%2fD2UyYPLEwVeVoR4Ac9jQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 80,Cosco Topside Backless Booster Car Seat,SKU# : 571541,This Cosco backless booster securely fits in your car and gives your child the extra height they need to keep seatbelts properly positioned This item is NEW. Please come Preview! Retail:$26.99,Current Bid : 14.10
69,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=874RwBHQJFkJPra1PTVjCA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 81,"VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant for VS4000/VS4300",SKU# : 571543,"Keeps All Light Inside: The VIVOSUN Hydroponic Mylar Grow Tent is made of high-quality 600D Oxford canvas that is lined with reinforced PE layer and 100%-reflective mylar walls, which can effect... Read More",Current Bid : 14.00
70,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=Kj6AHMJo36XAfOk%2fomdhmA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 83,Whitmor Rolling Bag Cart - Blue,SKU# : 571554,"Built-in Frame, Wheels, WaterproofThis item is NEW. Please come Preview! Retail:$46.990,0(CTR(CTRBuilt-in Frame, Wheels, Waterproof",Current Bid : 1.00
71,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=gCNNHSxETo4NAEWs1l3o3w%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 84,Whitmor Rolling Bag Cart - Blue,SKU# : 571557,"Built-in Frame, Wheels, WaterproofThis item is NEW. Please come Preview! Retail:$46.99",Current Bid : 1.00
72,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=toZdBgisM4ygw%2bIH0fAZPw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 85,Double Hammock (Blue & Green Stripes),SKU# : 571559,"Since the double hammock is designed with enduring and high-quality material, therefore, it is comfortable and relaxing.This item is NEW. Please come Preview! Retail:$59.95",Current Bid : 11.09
73,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=FQmXM4ig%2f4hSi%2fZ%2fv%2bHE4w%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 86,"Blue Microphones Compass Premium Tube-Style Microphone Broadcast Boom Arm With Internal Springs, Desktop Clamp and Built-in Cable Management For Recording, Gaming, Streaming, Podcasting - Black",SKU# : 571560,Broadcast studio-grade design with enclosed aluminum construction and internal springs. Hidden channel cable management system for sophisticated on-camera looks. Hand-tightened friction hinges for... Read More,Current Bid : 1.00
74,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=1CydZExWwnW0zJKUX2GY8w%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 87,"COMFORT ZONE CZTFR1BK 31"" Oscillating 3-Speed Tower Fan with Remote",SKU# : 571561,"Electric fan designFloor Fan Power SourceCorded Electric Special FeatureHigh Velocity, Oscillating Room TypeBedroom, Living Room Recommended Uses For ProductOffice, Air Circulation, Home Included ... Read More",Current Bid : 3.00
75,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=fm1pEBTdl5yMIj6BDPyNOg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 89,"**Large** Synguard Nitrile Examination Disposable Gloves **10 Boxes/1,000**",SKU# : 571563,"3.5 gm nitrile glovesAmbidextrous with beaded cuffColor: blueCertifications: 510K, CE Certification, ISO9001 & ISO13485Impermeability as per EN455-1: AQL 1.5This item is NEW. Please come Preview! Reta... Read More",Current Bid : 10.00
76,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=rtD4AuANYztssSPv4Gtmig%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 90,**XL** 1Storm New Motorcycle Bike Full Face Helmet JH901 Matt Black + One Extra Clear Shield: JH901,SKU# : 571566,Ultra light weight durable aerodynamic thermoplastic alloy shell; comes with One Extra Clear Shield; 3-level top ventilation control and 5-position ventilation channel; Heavily cushioned and comfo... Read More,Current Bid : 6.21
77,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=%2bYcDD3acR%2bWnHCjFEfzZJQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 91,Amazon Basics Cast Iron Hex Dumbbell Weight - 25LBS **2 Count**,SKU# : 571567,"25 pound individual dumbbell weight with a solid cast iron core for exercise and strength training Ideal for use in fitness classes, home gym or workout area Hexagonal rubber-encased ends help pre... Read More",Current Bid : 20.00
78,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=iGfkaloimARMaYqvlMmnLg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 92,Amazon Basics Cast Iron Hex Dumbbell Weight - 25LBS **2 Count**,SKU# : 571568,"25 pound individual dumbbell weight with a solid cast iron core for exercise and strength training Ideal for use in fitness classes, home gym or workout area Hexagonal rubber-encased ends help pre... Read More",Current Bid : 16.00
79,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=prFABtSZxG%2bj2qo1%2bNPVHQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 93,Amazon Basics Cast Iron Hex Dumbbell Weight - 25LBS **2 Count**,SKU# : 571569,"25 pound individual dumbbell weight with a solid cast iron core for exercise and strength training Ideal for use in fitness classes, home gym or workout area Hexagonal rubber-encased ends help pre... Read More",Current Bid : 17.00
80,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=jKTuTPY2mQ1Hi3Yljy2dFg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 95,"CubiCubi Study Computer Desk 47"" Home Office Writing Small Desk, Modern Simple Style PC Table, Black Metal Frame",SKU# : 572874,Sturdy and Durable：Use triangle iron and diagonal scaffold braces to connect the frame This item is NEW. Please come Preview! Retail:$99.99,Current Bid : 11.00
81,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=C%2fV1rkh5N%2b7YpsS64%2fpvpQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 96,VIVOHOME Heavy Duty 880 Lbs Capacity Mesh Steel Garden Cart Folding Utility Wagon with Removable Sides and 4.10/3.50-4 inch Wheels (Black),SKU# : 572882,VIVOHOME's multi-functional garden cart has meticulous workmanship and strong design sense; Its maximum load can reach 880 lbs.This item is in previously opened retail package. Please come Preview! Re... Read More,Current Bid : 21.00
82,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=QRFoyliv5qX5QFbEXoOblw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 97,"MidWest Homes for Pets Newly Enhanced Single & Double Door iCrate Dog Crate - 22"" Double Door",SKU# : 572896,"Newly enhanced with added security features to keep your pet safe | Slide-bolt door latch now feature patented Paw Block and locking tips to create a safer, more secure home for your pet This i... Read More",Current Bid : 3.00
83,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=j3fkuUhQkl1vxyUG4hvjCQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 98,Amazon Basics Cast Iron Hex Dumbbell Weight - 25LBS **2 Count**,SKU# : 572908,"25 pound individual dumbbell weight with a solid cast iron core for exercise and strength training Ideal for use in fitness classes, home gym or workout area Hexagonal rubber-encased ends help pre... Read More",Current Bid : 11.00
84,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=uz5hDajQhA0esiV%2bWuHycg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 99,"Car Pass Cute Steering Wheel Cover with Yellow Butterflies, Universal 15 inch Car Steering Wheel Protector for Women & Girl, Fit for Suvs,Trucks,Sedans,Cars (Black and Yellow)",SKU# : 572954,🦋EXQUISITE BUTTERFLY ON THE SURFACE OF STEERING WHEEL COVER-Feel Very comfortable when driving.Protect your hands from burning hot steering wheels in summer and ice cold ones in winter. 🦋 SP... Read More,Current Bid : 1.00
85,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=QOXLmE%2bHCoTB%2byQtu%2bxVcQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 100,"Car Pass Cute Steering Wheel Cover with Yellow Butterflies, Universal 15 inch Car Steering Wheel Protector for Women & Girl, Fit for Suvs,Trucks,Sedans,Cars (Black and Yellow)",SKU# : 572955,🦋EXQUISITE BUTTERFLY ON THE SURFACE OF STEERING WHEEL COVER-Feel Very comfortable when driving.Protect your hands from burning hot steering wheels in summer and ice cold ones in winter. 🦋 SP... Read More,Current Bid : 1.00
86,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=GNpStTrI86nfuWmGscuGDg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 101,"Car Pass Cute Steering Wheel Cover with Yellow Butterflies, Universal 15 inch Car Steering Wheel Protector for Women & Girl, Fit for Suvs,Trucks,Sedans,Cars (Black and Yellow)",SKU# : 572956,🦋EXQUISITE BUTTERFLY ON THE SURFACE OF STEERING WHEEL COVER-Feel Very comfortable when driving.Protect your hands from burning hot steering wheels in summer and ice cold ones in winter. 🦋 SP... Read More,Current Bid : 1.00
87,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=Y5K0XEM8rA9u2O1kAQ5IPg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 102,"Car Pass Cute Steering Wheel Cover with Yellow Butterflies, Universal 15 inch Car Steering Wheel Protector for Women & Girl, Fit for Suvs,Trucks,Sedans,Cars (Black and Yellow)",SKU# : 572987,🦋EXQUISITE BUTTERFLY ON THE SURFACE OF STEERING WHEEL COVER-Feel Very comfortable when driving.Protect your hands from burning hot steering wheels in summer and ice cold ones in winter. 🦋 SP... Read More,Current Bid : 1.00
88,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=TCAbfA7lToHbZMbCjbEi8w%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 103,"Car Pass Cute Steering Wheel Cover with Yellow Butterflies, Universal 15 inch Car Steering Wheel Protector for Women & Girl, Fit for Suvs,Trucks,Sedans,Cars (Black and Yellow)",SKU# : 572988,🦋EXQUISITE BUTTERFLY ON THE SURFACE OF STEERING WHEEL COVER-Feel Very comfortable when driving.Protect your hands from burning hot steering wheels in summer and ice cold ones in winter. 🦋 SP... Read More,Current Bid : 1.00
89,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=9FcEtIjPTLMjtPOA6zTK9A%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 104,(176) **18 Boxes/441 sq. ft.** Home Decorators Collection Fishers Island Wood 6 in. W x 42 in. L Click Lock Luxury Vinyl Plank Flooring (24.5 sq. ft. / case),SKU# : 573005,"Home Decorators Collection Solid Core flooring is beautiful and durable, making it the perfect solution for any home. Install quickly and easily over most existing surfaces including concrete, til... Read More",Current Bid : 210.00
90,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=MQJj6lyUeIw2NkYfVo9w3A%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=5XAkT1paxSGDMLeiVn200Q%3d%3d,Groveport Depot,: Wed Aug 24 2022 7:00 PM,Lot - 105,Husky 2.5 lb. Pick Mattock,SKU# : 573011,"The perfect weight to make easier the job, with the correct precision on the hard work. Its fiberglass handle length lets the user to have a good performance of the tool.Black headSingle injection... Read More",Current Bid : 4.00
